Place_ID X Date,target
JV6BKL1 X 2020-02-12,48.1
JV6BKL1 X 2020-02-13,58.98
JV6BKL1 X 2020-02-14,46.96
JV6BKL1 X 2020-02-15,46.25
JV6BKL1 X 2020-02-16,35.41
JV6BKL1 X 2020-02-17,34.86
JV6BKL1 X 2020-02-18,42.22
JV6BKL1 X 2020-02-19,46.56
JV6BKL1 X 2020-02-20,40.58
JV6BKL1 X 2020-02-21,47.93
JV6BKL1 X 2020-02-22,47.68
JV6BKL1 X 2020-02-23,39.1
JV6BKL1 X 2020-02-24,35.93
JV6BKL1 X 2020-02-25,48.16
JV6BKL1 X 2020-02-26,43.31
JV6BKL1 X 2020-02-27,45.23
JV6BKL1 X 2020-02-28,42.58
JV6BKL1 X 2020-02-29,37.97
JV6BKL1 X 2020-03-01,41.9
JV6BKL1 X 2020-03-02,48.04
JV6BKL1 X 2020-03-03,33.32
JV6BKL1 X 2020-03-04,44.85
JV6BKL1 X 2020-03-05,50.58
JV6BKL1 X 2020-03-06,46.05
JV6BKL1 X 2020-03-07,46.39
JV6BKL1 X 2020-03-08,47.69
JV6BKL1 X 2020-03-09,41.08
JV6BKL1 X 2020-03-10,43.44
JV6BKL1 X 2020-03-11,50.82
JV6BKL1 X 2020-03-12,43.18
JV6BKL1 X 2020-03-13,46.64
JV6BKL1 X 2020-03-14,51.23
JV6BKL1 X 2020-03-15,47.07
JV6BKL1 X 2020-03-16,49.51
JV6BKL1 X 2020-03-17,55.88
JV6BKL1 X 2020-03-18,53.18
JV6BKL1 X 2020-03-19,54.39
JV6BKL1 X 2020-03-20,57.1
JV6BKL1 X 2020-03-21,49.23
JV6BKL1 X 2020-03-22,50.29
JV6BKL1 X 2020-03-23,43.28
JV6BKL1 X 2020-03-24,51.63
JV6BKL1 X 2020-03-25,46.74
JV6BKL1 X 2020-03-26,55.52
JV6BKL1 X 2020-03-27,50.64
JV6BKL1 X 2020-03-28,62.02
JV6BKL1 X 2020-03-29,39.82
JV6BKL1 X 2020-03-30,22.17
JV6BKL1 X 2020-03-31,52.82
JV6BKL1 X 2020-04-01,52.97
JV6BKL1 X 2020-04-02,62.15
JV6BKL1 X 2020-04-03,57.69
JV6BKL1 X 2020-04-04,70.67
JWR64XG X 2020-01-02,61.88
JWR64XG X 2020-01-03,55.74
JWR64XG X 2020-01-04,85.96
JWR64XG X 2020-01-05,41.57
JWR64XG X 2020-01-06,67.39
JWR64XG X 2020-01-07,54.29
JWR64XG X 2020-01-08,74.55
JWR64XG X 2020-01-09,48.75
JWR64XG X 2020-01-10,55.61
JWR64XG X 2020-01-11,60.12
JWR64XG X 2020-01-12,67.04
JWR64XG X 2020-01-13,53.07
JWR64XG X 2020-01-14,36.63
JWR64XG X 2020-01-15,39.25
JWR64XG X 2020-01-16,57.95
JWR64XG X 2020-01-17,50.53
JWR64XG X 2020-01-18,68.97
JWR64XG X 2020-01-19,60.64
JWR64XG X 2020-01-20,56.22
JWR64XG X 2020-01-21,38.78
JWR64XG X 2020-01-22,34.56
JWR64XG X 2020-01-23,26.47
JWR64XG X 2020-01-24,81.29
JWR64XG X 2020-01-25,53.0
JWR64XG X 2020-01-26,56.59
JWR64XG X 2020-02-02,57.22
JWR64XG X 2020-02-03,48.36
JWR64XG X 2020-02-04,44.69
JWR64XG X 2020-02-05,35.43
JWR64XG X 2020-02-06,53.05
JWR64XG X 2020-02-07,27.78
JWR64XG X 2020-02-08,66.23
JWR64XG X 2020-02-09,56.43
JWR64XG X 2020-02-10,49.44
JWR64XG X 2020-02-11,40.47
JWR64XG X 2020-02-12,45.23
JWR64XG X 2020-02-13,37.72
JWR64XG X 2020-02-14,46.48
JWR64XG X 2020-02-15,39.75
JWR64XG X 2020-02-16,58.55
JWR64XG X 2020-02-17,49.43
JWR64XG X 2020-02-18,53.55
JWR64XG X 2020-02-19,45.18
JWR64XG X 2020-02-20,53.32
JWR64XG X 2020-02-21,56.75
JWR64XG X 2020-02-22,41.44
JWR64XG X 2020-02-23,48.58
JWR64XG X 2020-02-24,37.34
JWR64XG X 2020-02-25,44.47
JWR64XG X 2020-02-26,65.69
JWR64XG X 2020-02-27,37.42
JWR64XG X 2020-02-28,30.03
JWR64XG X 2020-02-29,38.11
JWR64XG X 2020-03-01,44.38
JWR64XG X 2020-03-02,44.36
JWR64XG X 2020-03-03,51.49
JWR64XG X 2020-03-04,71.92
JWR64XG X 2020-03-05,27.51
JWR64XG X 2020-03-06,54.21
JWR64XG X 2020-03-07,53.23
JWR64XG X 2020-03-08,40.97
JWR64XG X 2020-03-09,54.61
JWR64XG X 2020-03-10,59.4
JWR64XG X 2020-03-11,53.2
JWR64XG X 2020-03-12,47.47
JWR64XG X 2020-03-13,39.6
JWR64XG X 2020-03-14,46.66
JWR64XG X 2020-03-15,37.4
JWR64XG X 2020-03-16,58.33
JWR64XG X 2020-03-17,56.61
JWR64XG X 2020-03-18,57.69
JWR64XG X 2020-03-19,71.49
JWR64XG X 2020-03-20,82.55
JWR64XG X 2020-03-21,49.28
JWR64XG X 2020-03-22,28.91
JWR64XG X 2020-03-23,42.94
JWR64XG X 2020-03-24,57.99
JWR64XG X 2020-03-25,46.95
JWR64XG X 2020-03-26,60.63
JWR64XG X 2020-03-27,54.31
JWR64XG X 2020-03-28,55.04
JWR64XG X 2020-03-29,67.78
JWR64XG X 2020-03-30,30.56
JWR64XG X 2020-03-31,59.96
JWR64XG X 2020-04-01,49.98
JWR64XG X 2020-04-02,54.99
JWR64XG X 2020-04-03,51.41
JWR64XG X 2020-04-04,53.31
K0QHLEW X 2020-01-02,55.33
K0QHLEW X 2020-01-03,53.7
K0QHLEW X 2020-01-04,69.63
K0QHLEW X 2020-01-05,52.9
K0QHLEW X 2020-01-06,51.8
K0QHLEW X 2020-01-07,41.66
K0QHLEW X 2020-01-08,43.53
K0QHLEW X 2020-01-09,64.42
K0QHLEW X 2020-01-10,59.27
K0QHLEW X 2020-01-11,49.25
K0QHLEW X 2020-01-12,36.12
K0QHLEW X 2020-01-13,54.26
K0QHLEW X 2020-01-14,61.12
K0QHLEW X 2020-01-15,54.59
K0QHLEW X 2020-01-16,64.55
K0QHLEW X 2020-01-17,63.79
K0QHLEW X 2020-01-18,55.12
K0QHLEW X 2020-01-19,60.12
K0QHLEW X 2020-01-20,60.64
K0QHLEW X 2020-01-21,55.7
K0QHLEW X 2020-01-22,52.1
K0QHLEW X 2020-01-23,52.15
K0QHLEW X 2020-01-24,83.6
K0QHLEW X 2020-01-25,63.34
K0QHLEW X 2020-01-26,57.8
K0QHLEW X 2020-01-27,50.81
K0QHLEW X 2020-01-28,48.37
K0QHLEW X 2020-01-29,48.27
K0QHLEW X 2020-01-30,55.43
K0QHLEW X 2020-01-31,45.16
K0QHLEW X 2020-02-01,49.02
K0QHLEW X 2020-02-02,39.0
K0QHLEW X 2020-02-03,54.87
K0QHLEW X 2020-02-04,55.65
K0QHLEW X 2020-02-05,39.41
K0QHLEW X 2020-02-06,48.56
K0QHLEW X 2020-02-07,39.68
K0QHLEW X 2020-02-08,45.41
K0QHLEW X 2020-02-09,70.97
K0QHLEW X 2020-02-10,58.8
K0QHLEW X 2020-02-11,63.26
K0QHLEW X 2020-02-12,63.11
K0QHLEW X 2020-02-13,51.95
K0QHLEW X 2020-02-14,46.52
K0QHLEW X 2020-02-15,52.51
K0QHLEW X 2020-02-16,42.84
K0QHLEW X 2020-02-17,49.13
K0QHLEW X 2020-02-18,53.91
K0QHLEW X 2020-02-19,67.88
K0QHLEW X 2020-02-20,51.04
K0QHLEW X 2020-02-21,78.64
K0QHLEW X 2020-02-22,61.84
K0QHLEW X 2020-02-23,49.92
K0QHLEW X 2020-02-24,51.05
K0QHLEW X 2020-02-25,76.51
K0QHLEW X 2020-02-26,56.28
K0QHLEW X 2020-02-27,64.55
K0QHLEW X 2020-02-28,59.73
K0QHLEW X 2020-02-29,40.29
K0QHLEW X 2020-03-01,67.33
K0QHLEW X 2020-03-02,75.21
K0QHLEW X 2020-03-03,59.26
K0QHLEW X 2020-03-04,50.54
K0QHLEW X 2020-03-05,91.79
K0QHLEW X 2020-03-06,53.72
K0QHLEW X 2020-03-07,52.53
K0QHLEW X 2020-03-08,58.69
K0QHLEW X 2020-03-09,61.02
K0QHLEW X 2020-03-10,69.35
K0QHLEW X 2020-03-11,60.92
K0QHLEW X 2020-03-12,53.16
K0QHLEW X 2020-03-13,53.12
K0QHLEW X 2020-03-14,56.02
K0QHLEW X 2020-03-15,45.21
K0QHLEW X 2020-03-16,45.75
K0QHLEW X 2020-03-17,68.15
K0QHLEW X 2020-03-18,64.85
K0QHLEW X 2020-03-19,89.4
K0QHLEW X 2020-03-20,60.92
K0QHLEW X 2020-03-21,37.13
K0QHLEW X 2020-03-22,69.13
K0QHLEW X 2020-03-23,49.39
K0QHLEW X 2020-03-24,43.03
K0QHLEW X 2020-03-25,55.5
K0QHLEW X 2020-03-26,55.97
K0QHLEW X 2020-03-27,60.06
K0QHLEW X 2020-03-28,49.22
K0QHLEW X 2020-03-29,50.27
K0QHLEW X 2020-03-30,60.74
K0QHLEW X 2020-03-31,51.49
K0QHLEW X 2020-04-01,53.91
K0QHLEW X 2020-04-02,56.16
K0QHLEW X 2020-04-03,55.4
K0QHLEW X 2020-04-04,52.56
K39BZEQ X 2020-01-02,69.85
K39BZEQ X 2020-01-03,65.62
K39BZEQ X 2020-01-04,60.06
K39BZEQ X 2020-01-05,39.71
K39BZEQ X 2020-01-06,70.82
K39BZEQ X 2020-01-07,72.53
K39BZEQ X 2020-01-08,68.89
K39BZEQ X 2020-01-09,44.59
K39BZEQ X 2020-01-10,72.12
K39BZEQ X 2020-01-11,43.11
K39BZEQ X 2020-01-12,59.01
K39BZEQ X 2020-01-13,61.32
K39BZEQ X 2020-01-14,60.09
K39BZEQ X 2020-01-15,79.72
K39BZEQ X 2020-01-16,93.56
K39BZEQ X 2020-01-17,93.96
K39BZEQ X 2020-01-18,76.45
K39BZEQ X 2020-01-19,53.09
K39BZEQ X 2020-01-20,94.58
K39BZEQ X 2020-01-21,63.46
K39BZEQ X 2020-01-22,58.48
K39BZEQ X 2020-01-23,74.36
K39BZEQ X 2020-01-24,86.66
K39BZEQ X 2020-01-25,67.54
K39BZEQ X 2020-01-26,68.27
K39BZEQ X 2020-01-27,58.58
K39BZEQ X 2020-01-28,51.82
K39BZEQ X 2020-01-29,47.62
K39BZEQ X 2020-01-30,40.49
K39BZEQ X 2020-01-31,45.87
K39BZEQ X 2020-02-01,47.92
K39BZEQ X 2020-02-02,44.16
K39BZEQ X 2020-02-03,40.43
K39BZEQ X 2020-02-04,84.18
K39BZEQ X 2020-02-05,28.54
K39BZEQ X 2020-02-06,48.14
K39BZEQ X 2020-02-07,31.02
K39BZEQ X 2020-02-08,48.8
K39BZEQ X 2020-02-09,61.04
K39BZEQ X 2020-02-10,58.24
K39BZEQ X 2020-02-11,48.78
K39BZEQ X 2020-02-12,43.76
K39BZEQ X 2020-02-13,43.73
K39BZEQ X 2020-02-14,45.49
K39BZEQ X 2020-02-15,54.35
K39BZEQ X 2020-02-16,51.01
K39BZEQ X 2020-02-17,53.19
K39BZEQ X 2020-02-18,45.55
K39BZEQ X 2020-02-19,46.32
K39BZEQ X 2020-02-20,33.91
K39BZEQ X 2020-02-21,64.55
K39BZEQ X 2020-02-22,46.87
K39BZEQ X 2020-02-23,43.56
K39BZEQ X 2020-02-24,40.92
K39BZEQ X 2020-02-25,44.49
K39BZEQ X 2020-02-26,51.39
K39BZEQ X 2020-02-27,42.55
K39BZEQ X 2020-02-28,48.26
K39BZEQ X 2020-02-29,51.07
K39BZEQ X 2020-03-01,56.68
K39BZEQ X 2020-03-02,38.49
K39BZEQ X 2020-03-03,93.87
K39BZEQ X 2020-03-04,25.18
K39BZEQ X 2020-03-05,35.82
K39BZEQ X 2020-03-06,53.89
K39BZEQ X 2020-03-07,47.09
K39BZEQ X 2020-03-08,20.04
K39BZEQ X 2020-03-09,51.02
K39BZEQ X 2020-03-10,38.16
K39BZEQ X 2020-03-11,50.41
K39BZEQ X 2020-03-12,36.91
K39BZEQ X 2020-03-13,49.18
K39BZEQ X 2020-03-14,51.53
K39BZEQ X 2020-03-15,46.95
K39BZEQ X 2020-03-16,51.48
K39BZEQ X 2020-03-17,62.38
K39BZEQ X 2020-03-18,52.25
K39BZEQ X 2020-03-19,54.62
K39BZEQ X 2020-03-20,61.03
K39BZEQ X 2020-03-21,64.49
K39BZEQ X 2020-03-22,38.77
K39BZEQ X 2020-03-23,36.84
K39BZEQ X 2020-03-24,54.24
K39BZEQ X 2020-03-25,64.54
K39BZEQ X 2020-03-26,48.33
K39BZEQ X 2020-03-27,60.39
K39BZEQ X 2020-03-28,61.94
K39BZEQ X 2020-03-29,53.63
K39BZEQ X 2020-03-30,30.39
K39BZEQ X 2020-03-31,47.53
K39BZEQ X 2020-04-01,52.08
K39BZEQ X 2020-04-02,44.55
K39BZEQ X 2020-04-03,40.41
K39BZEQ X 2020-04-04,50.82
K3G6YOA X 2020-01-02,94.88
K3G6YOA X 2020-01-03,55.39
K3G6YOA X 2020-01-04,59.93
K3G6YOA X 2020-01-05,57.75
K3G6YOA X 2020-01-06,84.77
K3G6YOA X 2020-01-07,52.14
K3G6YOA X 2020-01-08,63.71
K3G6YOA X 2020-01-09,58.77
K3G6YOA X 2020-01-10,49.86
K3G6YOA X 2020-01-11,48.44
K3G6YOA X 2020-01-12,81.63
K3G6YOA X 2020-01-13,71.27
K3G6YOA X 2020-01-14,65.23
K3G6YOA X 2020-01-15,39.23
K3G6YOA X 2020-01-16,64.95
K3G6YOA X 2020-01-17,54.06
K3G6YOA X 2020-01-18,47.67
K3G6YOA X 2020-01-19,51.53
K3G6YOA X 2020-01-20,59.66
K3G6YOA X 2020-01-21,55.33
K3G6YOA X 2020-01-22,54.2
K3G6YOA X 2020-01-23,58.9
K3G6YOA X 2020-01-24,70.17
K3G6YOA X 2020-01-25,48.53
K3G6YOA X 2020-01-26,59.86
K3G6YOA X 2020-01-27,54.87
K3G6YOA X 2020-01-28,50.55
K3G6YOA X 2020-01-29,50.89
K3G6YOA X 2020-01-30,54.05
K3G6YOA X 2020-01-31,50.45
K3G6YOA X 2020-02-01,53.23
K3G6YOA X 2020-02-02,58.32
K3G6YOA X 2020-02-03,54.99
K3G6YOA X 2020-02-04,49.33
K3G6YOA X 2020-02-05,39.46
K3G6YOA X 2020-02-06,52.59
K3G6YOA X 2020-02-07,54.72
K3G6YOA X 2020-02-08,59.18
K3G6YOA X 2020-02-09,52.25
K3G6YOA X 2020-02-10,45.35
K3G6YOA X 2020-02-11,42.4
K3G6YOA X 2020-02-12,51.35
K3G6YOA X 2020-02-13,50.53
K3G6YOA X 2020-02-14,45.11
K3G6YOA X 2020-02-15,48.24
K3G6YOA X 2020-02-16,58.45
K3G6YOA X 2020-02-17,48.62
K3G6YOA X 2020-02-18,46.92
K3G6YOA X 2020-02-19,48.6
K3G6YOA X 2020-02-20,52.84
K3G6YOA X 2020-02-21,48.08
K3G6YOA X 2020-02-22,54.58
K3G6YOA X 2020-02-23,69.11
K3G6YOA X 2020-02-24,72.29
K3G6YOA X 2020-02-25,49.54
K3G6YOA X 2020-02-26,52.2
K3G6YOA X 2020-02-27,51.38
K3G6YOA X 2020-02-28,43.71
K3G6YOA X 2020-02-29,50.74
K3G6YOA X 2020-03-01,45.9
K3G6YOA X 2020-03-02,46.44
K3G6YOA X 2020-03-03,51.53
K3G6YOA X 2020-03-04,45.33
K3G6YOA X 2020-03-05,51.08
K3G6YOA X 2020-03-06,50.65
K3G6YOA X 2020-03-07,50.5
K3G6YOA X 2020-03-08,46.85
K3G6YOA X 2020-03-09,50.51
K3G6YOA X 2020-03-10,42.71
K3G6YOA X 2020-03-11,47.77
K3G6YOA X 2020-03-12,57.56
K3G6YOA X 2020-03-13,37.47
K3G6YOA X 2020-03-14,52.81
K3G6YOA X 2020-03-15,58.85
K3G6YOA X 2020-03-16,49.9
K3G6YOA X 2020-03-17,48.02
K3G6YOA X 2020-03-18,55.79
K3G6YOA X 2020-03-19,48.22
K3G6YOA X 2020-03-20,46.56
K3G6YOA X 2020-03-21,51.13
K3G6YOA X 2020-03-22,52.39
K3G6YOA X 2020-03-23,54.48
K3G6YOA X 2020-03-24,57.73
K3G6YOA X 2020-03-25,48.31
K3G6YOA X 2020-03-26,49.33
K3G6YOA X 2020-03-27,67.41
K3G6YOA X 2020-03-28,78.5
K3G6YOA X 2020-03-29,54.39
K3G6YOA X 2020-03-30,40.11
K3G6YOA X 2020-03-31,53.37
K3G6YOA X 2020-04-01,49.84
K3G6YOA X 2020-04-02,59.92
K3G6YOA X 2020-04-03,51.06
K3G6YOA X 2020-04-04,47.07
L09JD4W X 2020-01-02,69.95
L09JD4W X 2020-01-03,42.43
L09JD4W X 2020-01-04,40.22
L09JD4W X 2020-01-05,54.64
L09JD4W X 2020-01-06,40.7
L09JD4W X 2020-01-07,46.34
L09JD4W X 2020-01-08,35.29
L09JD4W X 2020-01-09,44.21
L09JD4W X 2020-01-10,42.63
L09JD4W X 2020-01-11,47.71
L09JD4W X 2020-01-12,38.78
L09JD4W X 2020-01-13,36.42
L09JD4W X 2020-01-14,39.34
L09JD4W X 2020-01-15,57.29
L09JD4W X 2020-01-16,37.05
L09JD4W X 2020-01-17,44.85
L09JD4W X 2020-01-18,22.95
L09JD4W X 2020-01-19,30.9
L09JD4W X 2020-01-20,42.0
L09JD4W X 2020-01-21,42.25
L09JD4W X 2020-01-22,39.75
L09JD4W X 2020-01-23,49.8
L09JD4W X 2020-01-24,44.02
L09JD4W X 2020-01-25,36.69
L09JD4W X 2020-01-26,40.67
L09JD4W X 2020-01-27,48.63
L09JD4W X 2020-01-28,42.84
L09JD4W X 2020-01-29,39.68
L09JD4W X 2020-01-30,53.42
L09JD4W X 2020-01-31,35.44
L09JD4W X 2020-02-01,32.96
L09JD4W X 2020-02-02,24.74
L09JD4W X 2020-02-03,45.86
L09JD4W X 2020-02-04,47.69
L09JD4W X 2020-02-05,51.18
L09JD4W X 2020-02-06,22.32
L09JD4W X 2020-02-07,57.1
L09JD4W X 2020-02-08,39.24
L09JD4W X 2020-02-09,36.53
L09JD4W X 2020-02-10,31.24
L09JD4W X 2020-02-11,31.91
L09JD4W X 2020-02-12,35.57
L09JD4W X 2020-02-13,34.41
L09JD4W X 2020-02-14,46.07
L09JD4W X 2020-02-15,33.99
L09JD4W X 2020-02-16,24.24
L09JD4W X 2020-02-17,36.43
L09JD4W X 2020-02-18,33.65
L09JD4W X 2020-02-19,46.13
L09JD4W X 2020-02-20,38.38
L09JD4W X 2020-02-21,37.22
L09JD4W X 2020-02-22,28.66
L09JD4W X 2020-02-23,33.94
L09JD4W X 2020-02-24,22.07
L09JD4W X 2020-02-25,47.23
L09JD4W X 2020-02-26,37.94
L09JD4W X 2020-02-27,51.42
L09JD4W X 2020-02-28,43.96
L09JD4W X 2020-02-29,39.72
L09JD4W X 2020-03-01,38.98
L09JD4W X 2020-03-02,39.4
L09JD4W X 2020-03-03,58.05
L09JD4W X 2020-03-04,40.78
L09JD4W X 2020-03-05,37.81
L09JD4W X 2020-03-06,42.96
L09JD4W X 2020-03-07,35.98
L09JD4W X 2020-03-08,34.41
L09JD4W X 2020-03-09,39.8
L09JD4W X 2020-03-10,40.79
L09JD4W X 2020-03-11,37.08
L09JD4W X 2020-03-12,53.03
L09JD4W X 2020-03-13,31.98
L09JD4W X 2020-03-14,36.77
L09JD4W X 2020-03-15,37.67
L09JD4W X 2020-03-16,38.37
L09JD4W X 2020-03-17,46.55
L09JD4W X 2020-03-18,36.07
L09JD4W X 2020-03-19,36.93
L09JD4W X 2020-03-20,24.74
L09JD4W X 2020-03-21,39.28
L09JD4W X 2020-03-22,36.37
L09JD4W X 2020-03-23,31.82
L09JD4W X 2020-03-24,49.45
L09JD4W X 2020-03-25,45.28
L09JD4W X 2020-03-26,45.85
L09JD4W X 2020-03-27,57.87
L09JD4W X 2020-03-28,23.06
L09JD4W X 2020-03-29,32.2
L09JD4W X 2020-03-30,35.88
L09JD4W X 2020-03-31,43.84
L09JD4W X 2020-04-01,33.67
L09JD4W X 2020-04-02,38.72
L09JD4W X 2020-04-03,33.61
L09JD4W X 2020-04-04,42.91
LCD7B05 X 2020-01-02,65.26
LCD7B05 X 2020-01-03,54.68
LCD7B05 X 2020-01-04,38.31
LCD7B05 X 2020-01-05,37.94
LCD7B05 X 2020-01-06,47.04
LCD7B05 X 2020-01-07,51.2
LCD7B05 X 2020-01-08,56.06
LCD7B05 X 2020-01-09,50.92
LCD7B05 X 2020-01-10,70.59
LCD7B05 X 2020-01-11,46.53
LCD7B05 X 2020-01-12,33.74
LCD7B05 X 2020-01-13,29.03
LCD7B05 X 2020-01-14,49.09
LCD7B05 X 2020-01-15,83.04
LCD7B05 X 2020-01-16,75.67
LCD7B05 X 2020-01-17,48.3
LCD7B05 X 2020-01-18,25.36
LCD7B05 X 2020-01-19,49.23
LCD7B05 X 2020-01-20,36.31
LCD7B05 X 2020-01-21,59.46
LCD7B05 X 2020-01-22,82.43
LCD7B05 X 2020-01-23,53.35
LCD7B05 X 2020-01-24,85.94
LCD7B05 X 2020-01-25,42.4
LCD7B05 X 2020-01-26,58.87
LCD7B05 X 2020-01-27,46.7
LCD7B05 X 2020-01-28,41.23
LCD7B05 X 2020-01-29,43.67
LCD7B05 X 2020-01-30,73.14
LCD7B05 X 2020-01-31,74.01
LCD7B05 X 2020-02-01,82.36
LCD7B05 X 2020-02-02,65.05
LCD7B05 X 2020-02-03,76.3
LCD7B05 X 2020-02-04,52.6
LCD7B05 X 2020-02-05,44.73
LCD7B05 X 2020-02-06,44.32
LCD7B05 X 2020-02-07,62.41
LCD7B05 X 2020-02-08,40.26
LCD7B05 X 2020-02-09,52.55
LCD7B05 X 2020-02-10,46.38
LCD7B05 X 2020-02-11,46.52
LCD7B05 X 2020-02-12,72.43
LCD7B05 X 2020-02-13,42.62
LCD7B05 X 2020-02-14,40.85
LCD7B05 X 2020-02-15,43.09
LCD7B05 X 2020-02-16,75.44
LCD7B05 X 2020-02-17,70.75
LCD7B05 X 2020-02-18,56.87
LCD7B05 X 2020-02-19,35.44
LCD7B05 X 2020-02-20,59.69
LCD7B05 X 2020-02-21,55.93
LCD7B05 X 2020-02-22,68.73
LCD7B05 X 2020-02-23,66.67
LCD7B05 X 2020-02-24,88.52
LCD7B05 X 2020-02-25,55.13
LCD7B05 X 2020-02-26,52.65
LCD7B05 X 2020-02-27,59.92
LCD7B05 X 2020-02-28,68.56
LCD7B05 X 2020-02-29,49.66
LCD7B05 X 2020-03-01,28.03
LCD7B05 X 2020-03-02,65.64
LCD7B05 X 2020-03-03,59.15
LCD7B05 X 2020-03-04,46.48
LCD7B05 X 2020-03-05,68.35
LCD7B05 X 2020-03-06,42.62
LCD7B05 X 2020-03-07,30.75
LCD7B05 X 2020-03-08,59.16
LCD7B05 X 2020-03-09,67.04
LCD7B05 X 2020-03-10,47.55
LCD7B05 X 2020-03-11,61.52
LCD7B05 X 2020-03-12,51.97
LCD7B05 X 2020-03-13,55.87
LCD7B05 X 2020-03-14,53.84
LCD7B05 X 2020-03-15,37.25
LCD7B05 X 2020-03-16,90.54
LCD7B05 X 2020-03-17,70.09
LCD7B05 X 2020-03-18,69.19
LCD7B05 X 2020-03-19,84.15
LCD7B05 X 2020-03-20,43.91
LCD7B05 X 2020-03-21,37.34
LCD7B05 X 2020-03-22,63.37
LCD7B05 X 2020-03-23,46.01
LCD7B05 X 2020-03-24,34.37
LCD7B05 X 2020-03-25,60.22
LCD7B05 X 2020-03-26,58.56
LCD7B05 X 2020-03-27,57.39
LCD7B05 X 2020-03-28,42.96
LCD7B05 X 2020-03-29,35.95
LCD7B05 X 2020-03-30,36.73
LCD7B05 X 2020-03-31,49.66
LCD7B05 X 2020-04-01,54.11
LCD7B05 X 2020-04-02,32.78
LCD7B05 X 2020-04-03,31.74
LCD7B05 X 2020-04-04,28.68
LOSOTRL X 2020-01-02,64.36
LOSOTRL X 2020-01-03,44.97
LOSOTRL X 2020-01-04,59.42
LOSOTRL X 2020-01-05,76.38
LOSOTRL X 2020-01-06,60.05
LOSOTRL X 2020-01-07,45.17
LOSOTRL X 2020-01-08,28.86
LOSOTRL X 2020-01-09,51.61
LOSOTRL X 2020-01-10,44.03
LOSOTRL X 2020-01-11,50.97
LOSOTRL X 2020-01-12,36.67
LOSOTRL X 2020-01-13,54.11
LOSOTRL X 2020-01-14,29.64
LOSOTRL X 2020-01-15,35.4
LOSOTRL X 2020-01-16,54.28
LOSOTRL X 2020-01-17,54.55
LOSOTRL X 2020-01-18,65.36
LOSOTRL X 2020-01-19,65.98
LOSOTRL X 2020-01-20,71.97
LOSOTRL X 2020-01-21,76.94
LOSOTRL X 2020-01-22,86.78
LOSOTRL X 2020-01-23,82.04
LOSOTRL X 2020-01-24,84.46
LOSOTRL X 2020-01-25,64.6
LOSOTRL X 2020-01-26,62.45
LOSOTRL X 2020-01-27,47.16
LOSOTRL X 2020-01-28,42.04
LOSOTRL X 2020-01-29,53.08
LOSOTRL X 2020-01-30,43.89
LOSOTRL X 2020-01-31,46.43
LOSOTRL X 2020-02-01,43.23
LOSOTRL X 2020-02-02,44.44
LOSOTRL X 2020-02-03,63.29
LOSOTRL X 2020-02-04,49.68
LOSOTRL X 2020-02-05,75.77
LOSOTRL X 2020-02-06,81.66
LOSOTRL X 2020-02-07,81.07
LOSOTRL X 2020-02-08,67.51
LOSOTRL X 2020-02-09,35.63
LOSOTRL X 2020-02-10,55.87
LOSOTRL X 2020-02-11,46.38
LOSOTRL X 2020-02-12,47.56
LOSOTRL X 2020-02-13,48.16
LOSOTRL X 2020-02-14,58.56
LOSOTRL X 2020-02-15,37.35
LOSOTRL X 2020-02-16,42.44
LOSOTRL X 2020-02-17,41.55
LOSOTRL X 2020-02-18,48.42
LOSOTRL X 2020-02-19,43.24
LOSOTRL X 2020-02-20,39.99
LOSOTRL X 2020-02-21,48.58
LOSOTRL X 2020-02-22,46.55
LOSOTRL X 2020-02-23,43.63
LOSOTRL X 2020-02-24,46.69
LOSOTRL X 2020-02-25,44.6
LOSOTRL X 2020-02-26,45.12
LOSOTRL X 2020-02-27,54.2
LOSOTRL X 2020-02-28,49.71
LOSOTRL X 2020-02-29,31.94
LOSOTRL X 2020-03-01,45.6
LOSOTRL X 2020-03-02,53.99
LOSOTRL X 2020-03-03,40.97
LOSOTRL X 2020-03-04,54.3
LOSOTRL X 2020-03-05,47.75
LOSOTRL X 2020-03-06,45.55
LOSOTRL X 2020-03-07,65.06
LOSOTRL X 2020-03-08,59.0
LOSOTRL X 2020-03-09,77.2
LOSOTRL X 2020-03-10,36.91
LOSOTRL X 2020-03-11,41.03
LOSOTRL X 2020-03-12,44.67
LOSOTRL X 2020-03-13,51.51
LOSOTRL X 2020-03-14,67.28
LOSOTRL X 2020-03-15,59.5
LOSOTRL X 2020-03-16,61.39
LOSOTRL X 2020-03-17,69.1
LOSOTRL X 2020-03-18,47.2
LOSOTRL X 2020-03-19,51.73
LOSOTRL X 2020-03-20,51.46
LOSOTRL X 2020-03-21,42.16
LOSOTRL X 2020-03-22,53.77
LOSOTRL X 2020-03-23,67.48
LOSOTRL X 2020-03-24,52.08
LOSOTRL X 2020-03-25,66.6
LOSOTRL X 2020-03-26,81.47
LOSOTRL X 2020-03-27,65.95
LOSOTRL X 2020-03-28,42.87
LOSOTRL X 2020-03-29,53.78
LOSOTRL X 2020-03-30,37.24
LOSOTRL X 2020-03-31,43.78
LOSOTRL X 2020-04-01,49.8
LOSOTRL X 2020-04-02,49.39
LOSOTRL X 2020-04-03,47.4
LOSOTRL X 2020-04-04,47.16
